v1;v2;v3;Vraag1;Vraag2;Vraag3;Vraag4;Vraag5;Vraag6;Vraag7;Vraag8;Vraag9;Vraag10;Vraag11;Vraag12;Vraag13;Vraag14;Vraag15;Vraag16;Vraag17;Vraag18;Vraag19;Vraag20;Vraag21;Vraag22;Vraag23;Vraag24;Vraag25;Vraag26;Vraag27;Vraag28;Vraag29;Vraag30;Vraag31;Vraag32;Vraag33;Vraag34;Vraag35;Vraag36;Vraag37;Vraag38;Vraag39;Vraag40;Vraag41;Vraag42;Vraag43;Vraag44;Vraag45;Vraag46;Vraag47;Vraag48;Vraag49;Vraag50;Vraag51;Vraag52;Vraag53;Vraag54;Vraag55;Vraag56
Vanuit mijn rol binnen een opleiding.;Team Logopedie 1;Instituut voor Paramedische Studies;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;1;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;Gebaren, Taal & Dovenstudies team 3;Instituut voor Gebaren, Taal & Dovenstudies;1;2;3;3;3;4;2;2;3;2;4;3;3;2;2;1;2;2;3;1;3;4;3;4;3;4;3;4;1;3;4;2;3;3;3;3;3;3;2;2;2;2;2;3;1;1;2;2;2;1;1;3;3;3;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Studievoortgangsregistratie Team 1;Dienst Bedrijfsvoering;2;2;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;1;1
Vanuit mijn rol binnen een ondersteunende dienst.;Secretariaat bestuursdienst;College van Bestuur / Bestuursdienst;2;2;2;1;1;1;2;2;2;2;3;2;1;1;1;2;2;1;1;1;1;2;1;2;3;1;2;3;2;2;3;3;3;1;2;2;2;2;2;2;2;2;3;3;2;3;3;3;3;3;3;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Organisatie & Beleid IBS;Instituut voor Bewegingsstudies;1;2;1;1;1;1;1;1;1;1;2;7;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;Organisatie & Beleid IBS;Instituut voor Bewegingsstudies;1;2;2;2;2;2;2;2;2;2;2;7;7;2;2;2;2;2;2;2;2;2;2;2;2;7;7;7;2;2;2;2;7;7;7;7;7;7;7;7;7;7;7;7;2;2;2;2;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;HBO-ICT Software Development;​Institute for Information & Communication Technology;1;2;3;2;2;3;2;2;2;2;3;2;2;2;2;2;6;6;1;2;2;2;2;3;4;2;2;2;2;6;2;3;2;2;2;3;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;Studentsupport team 2;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2;2;2;2;3;3;3
Vanuit mijn rol binnen een opleiding.;Bachelor Social Work onderbouw team 3;Instituut voor Social Work;1;2;3;2;2;2;2;1;1;1;2;2;2;2;2;3;3;3;3;2;2;3;2;2;2;2;2;1;2;6;4;3;3;2;2;2;2;1;2;2;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3
Vanuit mijn rol binnen een ondersteunende dienst.;Bureau Inschrijving;Dienst Bedrijfsvoering;2;2;2;2;2;2;2;1;1;2;1;1;2;1;1;2;2;2;1;2;1;1;1;1;3;2;2;3;2;2;3;3;2;2;3;2;2;2;2;2;2;3;3;3;2;2;2;3;3;3;2;2;2;3;3;3
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;Lectoraat Logopedie;Kenniscentrum Gezond en Duurzaam Leven;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;Institute for People & Business;Institute for People & Business;1;1;2;2;1;2;1;2;3;3;4;2;2;1;2;2;2;2;1;1;1;2;2;3;2;2;1;4;2;3;3;2;2;2;1;2;2;1;2;3;2;3;3;1;2;2;2;2;3;1;2;1;2;2;2;3
Vanuit mijn rol binnen een opleiding.;Bachelor Social Work onderbouw team 3;Instituut voor Social Work;1;1;2;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;3;2;2;1;1;1;1;1;1;2;1;1;1;3;1;2;2;1;1;1;1;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;Werktuigbouwkunde;Institute for Design & Engineering;1;2;3;2;2;2;2;2;2;1;1;2;2;2;3;2;6;3;4;2;2;2;4;3;3;3;2;2;3;3;3;2;2;1;2;2;2;2;2;3;2;3;6;1;3;3;6;2;6;2;3;2;4;3;4;6
Vanuit mijn rol binnen een opleiding.;Team Verpleegkunde 2;Instituut voor Verpleegkundige Studies;1;2;1;1;2;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;3;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;4;2;4;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;HBO-ICT TI;​Institute for Information & Communication Technology;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;6;6;2;2;7;1;2;1;2;1;2;2;2;6;1;1;2;2;1;1;2;2;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;Instituut voor Verpleegkundige Studies;Instituut voor Verpleegkundige Studies;1;1;3;2;1;2;1;1;2;1;2;2;1;1;2;8;2;1;1;1;1;1;1;1;2;2;1;2;2;3;2;1;1;1;1;1;1;1;2;2;1;1;2;3;2;2;2;1;1;2;2;1;1;2;2;1
Vanuit mijn rol binnen een opleiding.;CvB lid 1;Instituut voor Onderwijs en Orthopedagogiek;1;1;2;2;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;Lectoraat Meertaligheid en Onderwijs;Kenniscentrum Leren en Innoveren;3;2;2;2;1;2;2;3;2;1;3;3;2;2;2;3;3;2;2;2;1;3;2;2;2;1;2;2;2;3;4;2;3;2;2;2;2;2;2;3;2;2;3;3;2;2;3;4;4;1;2;3;2;3;2;2
Vanuit mijn rol binnen een opleiding.;Team Huid 2;Instituut voor Paramedische Studies;1;2;3;2;1;2;2;2;3;3;4;3;2;2;3;3;2;3;3;2;3;2;2;2;3;2;2;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;4;4;4;3;4;4
Vanuit mijn rol binnen een opleiding.;Institute for Marketing & Commerce;Institute for Marketing & Commerce;1;1;1;2;2;2;1;1;1;2;1;1;2;2;2;2;3;2;1;2;3;4;2;2;2;2;2;1;2;4;3;2;1;1;1;2;7;1;2;3;3;3;3;4;2;2;3;2;2;1;3;3;2;3;3;2
Vanuit mijn rol binnen een opleiding.;HBO-ICT Studieloopbaanbegeleiding;​Institute for Information & Communication Technology;1;2;2;2;2;2;2;1;1;1;3;2;2;2;2;2;3;3;2;3;2;2;2;2;2;2;1;1;3;2;5;2;2;7;7;7;7;2;7;7;7;7;5;5;2;3;6;6;6;6;3;2;2;3;3;6
Vanuit mijn rol binnen een opleiding.;Leven Lang Leren ISW;Instituut voor Social Work;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;3;4;2;3;4;4;3;2;4;3;3;2;3;4;3;3;2;2;3;2;4;3;2;3;2;3;4;2;3;4;4;4;3;3;4;3;4;4;2
Vanuit mijn rol binnen een ondersteunende dienst.;Facilities HUA;Dienst Bedrijfsvoering;2;2;3;2;2;1;2;3;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;3;2;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3
Vanuit mijn rol binnen een opleiding.;HBO-ICT Open ICT;​Institute for Information & Communication Technology;1;2;2;2;2;2;2;2;2;2;3;2;2;3;3;3;3;3;5;2;2;2;2;2;3;2;2;3;2;3;5;4;5;2;2;2;2;2;3;3;4;3;5;5;2;2;4;2;3;2;2;2;2;4;4;4
Vanuit mijn rol binnen een opleiding.;Seminarium voor Orthopedagogiek;Instituut voor Onderwijs en Orthopedagogiek;1;2;4;2;7;2;6;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;7;7;1;1;6;6;6;2;2;2;2;2;1;1;1;1;1;1;6;6;6;6;6;6;6;2;2;2;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;Team Kwaliteitszorg en Assortiment;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;4;4;3;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;2;3;2;2;3;2;1;2;2;3;2;2;4;6;6;2;2;3;6;6;3;4;2;3;3;2;2;2;2;1;2;3;3;2
Vanuit mijn rol binnen een opleiding.;Theo Thijssen Utrecht team 4;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;2;2;2;2;2;2;3;3;3;2;4;4;4;4;2;4;2;3;3;3;2;2;2;1;3;3;4;4;4;3;1;2;2;2;2;3;2;2;3;4;4;3;3;3;3;3;3;3;2;2;3;3;3
Vanuit mijn rol binnen een opleiding.;Biologie;Instituut Archimedes;1;2;3;2;2;2;2;4;1;2;2;2;2;2;3;2;4;3;3;2;2;2;2;2;2;1;1;2;2;2;5;5;2;1;1;1;1;1;1;1;1;1;4;4;2;4;3;3;3;2;2;4;3;4;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;IM&ICT Projectmanagement en Scrummasters;Dienst Informatiemanagement & ICT;2;2;2;2;2;2;3;2;3;1;7;1;2;2;6;6;2;2;2;1;2;2;2;1;3;1;1;1;2;6;7;7;2;1;2;2;1;2;2;4;6;6;4;6;5;5;7;7;7;7;7;3;4;2;5;5
Vanuit mijn rol binnen een opleiding.;Organisatie & Beleid IBS;Instituut voor Bewegingsstudies;1;2;2;2;2;2;2;2;2;2;4;2;2;2;2;3;3;2;2;2;1;2;2;2;3;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;4;2;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Team Tandprothetiek;Instituut voor Paramedische Studies;1;2;2;1;1;1;1;1;2;1;1;1;1;3;3;3;5;4;5;3;3;4;3;1;1;2;2;3;4;4;4;5;3;1;1;1;1;1;4;3;2;2;4;3;4;4;4;4;4;4;4;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;Biologie;Instituut Archimedes;1;2;3;2;2;1;2;1;2;2;3;2;2;2;3;2;2;2;3;3;3;4;3;3;3;1;2;2;4;4;3;3;3;2;1;1;2;1;2;2;1;2;4;4;2;3;3;4;4;3;2;2;2;3;3;4
Vanuit mijn rol binnen een opleiding.;Commerciele Economie team 2;Institute for Marketing & Commerce;1;2;3;2;2;2;2;2;2;1;1;1;2;3;3;3;3;3;4;4;4;5;4;2;2;3;2;2;3;4;4;4;2;3;3;2;2;2;3;3;4;4;4;5;3;3;4;4;4;3;3;2;2;2;2;3
Vanuit mijn rol binnen een opleiding.;Communicatie & Media Design;Instituut voor Media;1;2;4;2;2;1;1;5;5;2;1;2;1;4;3;3;3;4;4;4;4;2;5;2;3;1;1;2;4;3;5;5;3;2;1;2;1;1;3;3;4;5;4;5;3;3;5;4;4;2;3;4;4;4;5;5
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;Projectbureau L&I;Kenniscentrum Leren en Innoveren;3;2;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;6;6;6;2;1;7;7;7;7;7;2;2;1;1;6;6;2;2;2;1;1;1;1;1;1;1;1;1
Vanuit mijn rol binnen een ondersteunende dienst.;Studentinformatie BI/IO/STIP;Dienst Bedrijfsvoering;2;1;2;1;2;1;2;2;2;1;2;2;2;3;3;3;4;4;4;3;2;2;2;2;3;3;1;2;3;3;3;3;2;2;3;2;2;2;2;3;3;2;3;3;2;3;3;3;3;2;3;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Team Verpleegkunde 1;Instituut voor Verpleegkundige Studies;1;2;1;1;1;2;1;1;1;1;6;1;1;1;6;1;6;1;1;1;1;2;2;3;1;2;2;2;2;1;6;1;2;1;1;1;1;1;1;2;2;1;6;6;1;1;6;1;1;1;1;1;1;1;1;6
Vanuit mijn rol binnen een ondersteunende dienst.;Management Control;Dienst Finance, Control & Analytics;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;2;2;3;2;3;2;2;2;3;2;3;3;2;4;4;3;2;3;2;3;2;3;3;2;2;2;4;3;3;4;3;3;3;3;2;3;3;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Instituut voor Paramedische Studies;Dienst Onderwijs, Onderzoek & Studentzaken;2;1;2;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;2;2;2;1;2;4;4;4;4;4;1;2;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;Fysiotherapie team 5;Instituut voor Bewegingsstudies;1;2;1;1;1;1;1;1;2;1;3;2;2;1;2;2;2;2;3;2;1;3;3;3;3;2;2;2;3;3;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;3;3;3;3;2;3;2;6;2;3;3
Vanuit mijn rol binnen een opleiding.;Team Chemistry;Institute for Life Sciences & Chemistry;1;2;1;2;2;1;2;2;2;1;1;2;2;2;2;2;6;2;3;1;2;1;1;2;2;3;2;2;2;6;2;2;3;2;1;2;1;2;2;3;2;1;3;4;2;3;3;4;4;2;3;2;2;2;3;3
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;Scheikunde;Kenniscentrum Leren en Innoveren;3;2;2;2;3;3;3;2;2;1;1;1;3;1;6;1;6;1;6;2;1;2;6;1;1;2;3;1;6;6;6;6;6;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;Team verpleegkunde jaar 4;Instituut voor Verpleegkundige Studies;1;1;2;2;1;2;2;2;4;2;3;2;2;2;2;6;2;2;2;2;3;2;3;3;2;2;2;3;2;3;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;3;2;6;2;2;3;6;6
Vanuit mijn rol binnen een opleiding.;Engels;Instituut Archimedes;1;2;2;2;2;2;1;5;2;1;2;2;6;6;6;6;6;6;6;2;3;3;6;2;2;6;1;2;6;6;6;6;6;1;1;2;2;2;6;6;6;6;6;6;5;5;6;6;6;6;6;5;5;5;5;5
Vanuit mijn rol binnen een ondersteunende dienst.;Informatiespecialisten team 1;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;3;3;2;2;2;2;2;3;6;3;3;3;2;3;2;2;2;2;3;2;3;3;3;2;3;3;2;2;2;2;2;2;3;3;3
Vanuit mijn rol binnen een opleiding.;Aardrijkskunde;Instituut Archimedes;1;2;2;1;2;1;2;2;2;1;3;2;2;2;2;2;3;3;3;2;2;3;2;1;1;1;1;1;2;3;4;3;2;1;1;2;2;1;3;3;3;3;2;6;3;3;3;2;2;1;1;2;3;3;3;3
Vanuit mijn rol binnen een opleiding.;Team Farmakunde 1;Instituut voor Paramedische Studies;1;2;4;2;2;2;1;1;1;2;3;2;2;2;4;2;3;1;1;2;2;2;3;2;3;2;2;4;3;4;6;2;6;2;2;2;2;2;2;2;2;2;6;4;2;2;6;3;6;2;3;2;2;2;2;6
Vanuit mijn rol binnen een opleiding.;Communicatie & Media Design team 1;Instituut voor Media;1;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;3;2;2;1;1;1;3;2;2;1;1;2;3;3;2;3;2;2;2;3;2;1;2;2;2;2;1;3;2;3;4;3;3;1;2;4;2;3;3;3
Vanuit mijn rol binnen een opleiding.;HBO-Rechten dt;Instituut voor Recht;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;1;1;2;4;2;2;2;2;4;2;1;1;2;3;3;2;2;1;1;1;1;1;2;1;1;2;2;2;5;5;3;2;2;2;2;4;4;4;5;5
Vanuit mijn rol binnen een ondersteunende dienst.;Corporate Affairs;Dienst Marketing & Communicatie;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;1;2;3;2;3;1;2;1;2;2;1;2;2;2;3;3;1;2;3;2;3;3;3;3;2;2;3;2
Vanuit mijn rol binnen een opleiding.;Instituut voor Social Work;Instituut voor Social Work;1;1;2;2;3;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;3;3;3;2;1;2;2;2;3;4;4;3;3;2;2;2;2;2;2;2;2;2;3;4;2;2;3;3;3;2;3;2;2;2;2;3
Vanuit mijn rol binnen een opleiding.;HBO-ICT BIM;​Institute for Information & Communication Technology;1;2;3;2;2;2;2;3;1;1;1;1;1;2;3;2;2;2;4;3;3;2;2;1;2;2;1;2;2;2;3;3;4;2;2;2;2;2;2;2;2;2;4;4;2;3;6;3;6;2;4;4;4;2;4;5
Vanuit mijn rol binnen een opleiding.;Commerciele Economie team 3;Institute for Marketing & Commerce;1;2;4;2;2;2;2;1;1;3;3;2;2;1;3;4;4;4;5;4;5;4;4;2;4;2;1;1;4;4;4;5;4;1;1;1;1;2;3;4;2;2;3;4;4;4;4;4;4;3;3;4;4;4;5;5
Vanuit mijn rol binnen een opleiding.;HBO-Rechten dt;Instituut voor Recht;1;2;4;2;3;3;2;2;2;1;1;2;2;2;6;6;6;6;6;6;6;3;6;3;3;2;2;2;6;6;2;6;2;2;2;3;3;2;6;6;6;6;6;2;2;2;6;4;6;6;6;4;3;3;3;6
Vanuit mijn rol binnen een opleiding.;Onbekostigde Master Fysiotherapie;Instituut voor Bewegingsstudies;1;1;3;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;2;2;1;1;1;2;1;1;1;2;3;1;2;2;1;2;2;2;1;2;1;1;2;2;2;2;2;4;3;1;2;2;2;3;3;2
Vanuit mijn rol binnen een ondersteunende dienst.;HUGS Diversiteit en Inclusie;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;1;4;1;2;1;3;4;4;3;3;1;2;1;2;1;1;1;1;1;3;3;4;4;4;4;4;3;1;3;3;3;4;4
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;KC Sociale Innovatie;Kenniscentrum Sociale Innovatie;3;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;7;2;2;2;1;2;2;1;2;1;1;2;2;1;4;2;2;1;1;1;1;2;1;6;1;2;5;5;2;2;2;2;2;1;2;2;2;3;2;3
Vanuit mijn rol binnen een opleiding.;HBO-ICT Open ICT;​Institute for Information & Communication Technology;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;7;1;1;3;1;1;7;1;1;1;1;1;1;1;3;3;1;1;1;1;1
Vanuit mijn rol binnen een ondersteunende dienst.;IM&ICT BB Digitale Werkplek;Dienst Informatiemanagement & ICT;2;2;5;2;2;2;3;3;1;1;1;1;1;1;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;3;3;2;4;4;3;3;3;5;5;5;5;8;4;5;3;3;3;3;3;3
Vanuit mijn rol binnen een opleiding.;Ad Software Development;Institute voor Associate Degrees;1;1;2;2;2;2;2;2;1;2;1;1;2;2;2;1;2;1;2;1;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Master Innovatie in Zorg en Welzijn;Instituut voor Verpleegkundige Studies;1;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;3;2;2;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;Master Pedagogiek;Instituut voor Ecologische Pedagogiek;1;2;3;3;2;3;2;1;1;1;3;2;2;1;1;1;2;1;3;2;1;1;2;2;2;2;3;2;2;6;2;2;2;2;2;2;2;2;1;1;1;1;6;2;1;1;1;1;1;1;2;1;1;3;1;1
Vanuit mijn rol binnen een opleiding.;Team Life Sciences 1;Institute for Life Sciences & Chemistry;1;2;3;2;3;2;2;2;2;2;3;2;2;2;2;2;3;2;3;2;3;2;3;2;4;3;3;2;2;4;2;2;4;3;1;2;2;2;2;2;2;2;2;6;6;6;6;5;6;3;3;3;3;3;3;3
Vanuit mijn rol binnen een opleiding.;Theo Thijssen Utrecht team 3;Instituut voor Onderwijs en Orthopedagogiek;1;2;3;2;3;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;1;1;2;3;3;1;2;3;2;3;3;3;4;2;1;3;2;2;2;2;2;3;3;3;2;3;3;3;3;2;3;3;2;2;3;3
Vanuit mijn rol binnen een opleiding.;Team Farmakunde 3;Instituut voor Paramedische Studies;1;2;4;4;4;2;2;1;1;2;2;1;3;2;2;3;2;2;3;2;3;4;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;3;3;6;2;1;6;6;2;2;4;6;2;4;3;2;2;2;6;2
Vanuit mijn rol binnen een opleiding.;Organisatie & Beleid IBS;Instituut voor Bewegingsstudies;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;2;3;3;1;1;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;School voor Journalistiek 3 Team 2;Instituut voor Media;1;2;3;3;2;2;3;1;1;1;2;1;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;1;1;1;1;2;6;1;1;6;1;1;2;2;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;Instituut voor Gebaren, Taal & Dovenstudies;Instituut voor Gebaren, Taal & Dovenstudies;1;1;3;3;3;4;2;3;2;2;2;1;3;2;2;3;6;2;4;3;2;5;3;2;2;2;2;1;2;4;4;4;4;1;2;2;1;1;2;4;4;3;3;4;2;3;4;3;3;3;4;2;2;2;2;3
Vanuit mijn rol binnen een opleiding.;Geschiedenis;Instituut Archimedes;1;2;2;2;2;2;2;5;1;1;1;1;5;2;3;2;3;3;5;2;2;4;4;1;2;2;2;5;2;3;4;3;2;1;1;1;1;1;3;3;4;4;3;4;4;3;2;2;3;3;3;5;5;3;4;4
Vanuit mijn rol binnen een ondersteunende dienst.;Studentinformatie BI/IO/STIP;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;4;4;4;2;4;4;2;2;2;2;3;4;4;2;3;2;4;2;2;4;4;2;2;2;2;4;4;4;4;4;4;2;3;4;2;2;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5
Vanuit mijn rol binnen een opleiding.;Seminarium voor Orthopedagogiek;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;3;2;1;1;2;1;2;2;2;3;3;2;2;2;2;2;1;2;2;2;2;3;4;3;3;4;3;4;2;3;3;3;4;4;4
Vanuit mijn rol binnen een opleiding.;SvO Regio Utrecht/Amsterdam;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;2;2;3;2;2;1;1;1;1;2;3;2;3;3;3;5;3;3;3;3;1;1;2;3;3;3;4;3;5;2;2;1;3;2;2;3;3;3;3;3;3;1;1;4;2;2;2;3;3;3;3;3;3
Vanuit mijn rol binnen een opleiding.;Team Kinderfysiotherapie;Instituut voor Bewegingsstudies;1;2;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;3;3;1;1;1;2;2;1;3;7;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;3;1;1;1;1;1;1;1;1;1
